Usuario,ID del tweet,Contenido
GustavoBolivar,1688619998904815618,28- El turismo extranjero ha crecido 22% con respecto al periodo precovit y el 34% respecto al primer semestre de 2022
GustavoBolivar,1688509446861766656,"RT @GustavoBolivar: Andrés Gustavo Ricci, presunto homicida de Luz Mery Tristán, es de la “gente bien” de Cali, esa que guarda arsenales en sus casas y de la que embebida por la doctrina uribista, odia a quienes pensamos distinto."
GustavoBolivar,1688377805627637760,"Andrés Gustavo Ricci, presunto homicida de Luz Mery Tristán, es de la “gente bien” de Cali, esa que guarda arsenales en sus casas y de la que embebida por la doctrina uribista, odia a quienes pensamos distinto."
GustavoBolivar,1687459496883359745,No cayó Samper ante evidente entrada de dinero del cartel de Cali
GustavoBolivar,1688377805627637760,"Andrés Gustavo Ricci, presunto homicida de Luz Mery Tristán, es de la “gente bien” de Cali, esa que guarda arsenales en sus casas y de la que embebida por la doctrina uribista, odia a quienes pensamos distinto."
GustavoBolivar,1691600661996028047,"Conéctate al nuevo episodio y conoce la historia de Manuela Sánchez, una emprendedora que creó la startup líder de productos para mascotas en Latinoamérica convirtiéndose en un ejemplo de éxito para jóvenes con emprendimientos por su rápido crecimiento."
GustavoBolivar,1688339843745464322,RT @migueldelrioabg: Mi candidato a la alcaldía de Bogota es mi amigo @GustavoBolivar a quien apoyaré de manera decidida para enfrentar todas las mafias de la capital.
GustavoBolivar,1688306074615455745,Mi candidato a la alcaldía de Bogota es mi amigo @GustavoBolivar a quien apoyaré de manera decidida para enfrentar todas las mafias de la capital.
GustavoBolivar,1688293968147075073,"RT @cielo_rusinque: A propósito de los señalamientos en mi contra desde el día de ayer, con ocasión de la investigación adelantada por la Fiscalía en contra de los investigados Nicolás Petro y Daysuris Vasquez me permito comunicar lo siguiente: https://t.co/tv5B4Zx1nG"
GustavoBolivar,1687586610873860096,"A propósito de los señalamientos en mi contra desde el día de ayer, con ocasión de la investigación adelantada por la Fiscalía en contra de los investigados Nicolás Petro y Daysuris Vasquez me permito comunicar lo siguiente: https://t.co/tv5B4Zx1nG"
GustavoBolivar,1688064609133944832,RT @GustavoBolivar: ¡URGENTE!
GustavoBolivar,1687803620035637249,¡URGENTE!
GustavoBolivar,1688017849632034816,"RT @GustavoBolivar: Siempre he sido incómodo para quienes, sin convicciones, llegaron por puro poder al Pacto Histórico y  para quienes se quieren aprovechar de la imagen de Petro para ganar votos y hacer negocios."
GustavoBolivar,1687943183320190977,"Siempre he sido incómodo para quienes, sin convicciones, llegaron por puro poder al Pacto Histórico y  para quienes se quieren aprovechar de la imagen de Petro para ganar votos y hacer negocios."
GustavoBolivar,1688004164880650240,"RT @heidy_up: Hace unos días, después del debate de candidatos a la alcaldía de Bogotá, los medios de comunicación quisieron arrinconar a @GustavoBolivar diciéndole que lo habían mencionado en el caso de Nicolas, pues bueno, aquí está la mención: “él es una persona muy decente” https://t.co/AAljWMfZmk"
GustavoBolivar,1687830721438629888,"Hace unos días, después del debate de candidatos a la alcaldía de Bogotá, los medios de comunicación quisieron arrinconar a @GustavoBolivar diciéndole que lo habían mencionado en el caso de Nicolas, pues bueno, aquí está la mención: “él es una persona muy decente” https://t.co/AAljWMfZmk"
GustavoBolivar,1687999963760898055,RT @jcuestanovoa: Si quieres un #PactoPorElFuturoDeBogota inscribe tu cédula hasta el 29 de agosto. https://t.co/ineSrsa7c8
GustavoBolivar,1687559123804553216,Si quieres un #PactoPorElFuturoDeBogota inscribe tu cédula hasta el 29 de agosto. https://t.co/ineSrsa7c8
GustavoBolivar,1687923772072841216,RT @GustavoBolivar: Nicolás Petro a @VickyDavilaH en Semana:
GustavoBolivar,1687826684857196544,Nicolás Petro a @VickyDavilaH en Semana:
GustavoBolivar,1687901778119901184,"RT @CelsoTeteC: A @GustavoBolivar intentaron hacerle una encerrona mediática en caliente con un chisme que lo salpicaba, con mala intención, pero hasta el mismo Nicolás Petro lo trató de decente. Querían hacer moñona: desestabilizar al gobierno @petrogustavo y enlodar la aspiración de Bolívar a la Alcaldía de Bogotá. Son de manual."
GustavoBolivar,1687868082910318592,"A @GustavoBolivar intentaron hacerle una encerrona mediática en caliente con un chisme que lo salpicaba, con mala intención, pero hasta el mismo Nicolás Petro lo trató de decente. Querían hacer moñona: desestabilizar al gobierno @petrogustavo y enlodar la aspiración de Bolívar a la Alcaldía de Bogotá. Son de manual."
GustavoBolivar,1687895186062319616,"RT @Uriasv: Se opuso a la entrada de personas de dudosa  reputación a la campaña presidencial, se negó a hacer trampa en las listas del Pacto Histórico tanto a congreso, cámara o ahora en las elecciones territoriales, no recibió ni un peso para sus campañas al senado de personas de dudosa reputación, donó más humildes sus salarios como congresista, jamás hizo negocios con su curul, sus ingresos provienen únicamente de su talento como escritor y de su temple como empresario, nos enseñó a todos que la dignidad se tiene que mantener a pesar de todo, se negó a apoyar a Nicolás Petro en su aspiración a la gobernación del Atlántico porque le parecía nepotismo, jamás ha pedido un contrato para los suyos, ahora hará campaña con los dineros de la reposición de votos únicamente sin recibir fondos de contratistas o personas interesadas en después robarse recursos del pueblo, prometió y cumplirá no robarse un peso..."
