Usuario,ID del tweet,Contenido
JDOviedoA,1691563271734595792,RT @JulianArdilaB: Es con ideas y sin polarización que vamos a ganar esta carrera de #ConTodaPorBogotá 🤝😎
JDOviedoA,1691243609528438784,Es con ideas y sin polarización que vamos a ganar esta carrera de #ConTodaPorBogotá 🤝😎
JDOviedoA,1691563215828771209,RT @julianclavijoo: Sin ustedes no hubieran sido posible.
JDOviedoA,1691435006168608768,Sin ustedes no hubieran sido posible.
JDOviedoA,1691563188167266786,"RT @cjportillaj: @JuanKarlosVeneg @Siano38628837 @CxRamirezMiguel @aringind @JeissonRayo_Co @ConTodaBogota @JDOviedoA @knataliag @almaredondo22 @Yamidmerchan @JovenesOviedo @JDaniel_Oviedo_ @CamiloMartinezN @RobertGrajales_ @fansOviedoJuanD @JDOviedoAlcalde @amparopelaez @ROVIEDOA @Bogota @SoyJerome__ @FernanMartinez @CarlosATierra @julianclavijoo @Carlostamayo05 @FabianPardoR @rcnradio @Margari36127692 @CAMACOLBOGOTA @gmedinaolarte @JulianArdilaB @MaytenOrtiz @ELTIEMPO @RevistaSemana @DieegoR10 @osomarcela @Niltorres_1 @Claudia049110 Muy bien @JDOviedoA, concentrado en datos y soluciones"
JDOviedoA,1691036436303155201,"@JuanKarlosVeneg @Siano38628837 @CxRamirezMiguel @aringind @JeissonRayo_Co @ConTodaBogota @JDOviedoA @knataliag @almaredondo22 @Yamidmerchan @JovenesOviedo @JDaniel_Oviedo_ @CamiloMartinezN @RobertGrajales_ @fansOviedoJuanD @JDOviedoAlcalde @amparopelaez @ROVIEDOA @Bogota @SoyJerome__ @FernanMartinez @CarlosATierra @julianclavijoo @Carlostamayo05 @FabianPardoR @rcnradio @Margari36127692 @CAMACOLBOGOTA @gmedinaolarte @JulianArdilaB @MaytenOrtiz @ELTIEMPO @RevistaSemana @DieegoR10 @osomarcela @Niltorres_1 @Claudia049110 Muy bien @JDOviedoA, concentrado en datos y soluciones"
JDOviedoA,1691809045982667052,"La autoridad no es imponerse o hablar duro, es actuar con #legitimidad. Con nuestro plan de choque de 100 días, recuperaremos la #confianza ciudadana, transformando localidades y reduciendo los índices de inseguridad.💪🏙️#OviedoCabezaYCorazón https://t.co/ebmpF1NxS0"
JDOviedoA,1691557168858681563,🤩⚡️Esto fue lo que hicimos la semana pasada:
JDOviedoA,1673624459448844288,"If you own a mouse, you will never turn off your computer again."
JDOviedoA,1691544911093334017,RT @JulianArdilaB: Hoy estuvimos en la #SergioArboleda compartiendo el perfil de nuestro candidato @JDOviedoA. Y preguntamos: ¿Qué es hoy lo que más necesitan los jóvenes en Bogotá?
JDOviedoA,1691544730717351937,Hoy estuvimos en la #SergioArboleda compartiendo el perfil de nuestro candidato @JDOviedoA. Y preguntamos: ¿Qué es hoy lo que más necesitan los jóvenes en Bogotá?
JDOviedoA,1691544346133204992,"RT @diegoedisson: @CxRamirezMiguel @amparopelaez @JDOviedoA @fceunal @UNALOficial @agaviriau @CamiloMartinezN Dijo Carlos Gardel, La ciencia y el arte no tienen color ni nacionalidad, estamos frente a un Científico. Señores progres dos más dos es cuatro. Que viva el principe🤴"
JDOviedoA,1691544220832559104,"@CxRamirezMiguel @amparopelaez @JDOviedoA @fceunal @UNALOficial @agaviriau @CamiloMartinezN Dijo Carlos Gardel, La ciencia y el arte no tienen color ni nacionalidad, estamos frente a un Científico. Señores progres dos más dos es cuatro. Que viva el principe🤴"
