Usuario,ID del tweet,Contenido
JDOviedoA,1691543896658964480,"RT @MauricioCard: Crecimiento PIB primer semestre: Lo más preocupante. Construcción negativa de la inversión al crecimiento. Esto quiere decir que la inversión no sumó sino que restó, y mucho. https://t.co/6Uzw0p2SEh"
JDOviedoA,1691542744672444416,"Crecimiento PIB primer semestre: Lo más preocupante. Construcción negativa de la inversión al crecimiento. Esto quiere decir que la inversión no sumó sino que restó, y mucho. https://t.co/6Uzw0p2SEh"
JDOviedoA,1691541421109510144,RT @NoticiasCaracol: Hoy se revelaron interesantes resultados de una encuesta sobre percepción de la educación en el país. ¿Qué tan importante es la formación para los hogares y qué se pide para mejorar en materia educativa? Aquí le contamos.
JDOviedoA,1691540994225786880,Hoy se revelaron interesantes resultados de una encuesta sobre percepción de la educación en el país. ¿Qué tan importante es la formación para los hogares y qué se pide para mejorar en materia educativa? Aquí le contamos.
JDOviedoA,1690931176729374720,"En los planes improvisados y en los momentos planeados, Heineken® es la compañía perfecta que siempre está lista para disfrutar."
JDOviedoA,1691538209371480066,RT @JDOviedoA: Lo que necesita el sistema de movilidad de #Bogotá es ser administrada con gestión de conocimiento.
JDOviedoA,1690918136965451776,Lo que necesita el sistema de movilidad de #Bogotá es ser administrada con gestión de conocimiento.
JDOviedoA,1691536824261296129,RT @MauricioCard: Miren la producción industrial y las ventas del comercio en junio. Son la antesala de malos datos de PIB segundo trimestre que salen mañana. El panorama se está tensionando lo obligará al gobierno a enfocarse en la economía. https://t.co/vpCk4UYItZ
JDOviedoA,1691163300883578880,Miren la producción industrial y las ventas del comercio en junio. Son la antesala de malos datos de PIB segundo trimestre que salen mañana. El panorama se está tensionando lo obligará al gobierno a enfocarse en la economía. https://t.co/vpCk4UYItZ
JDOviedoA,1691536244625321984,"RT @JDOviedoA: #YBogotáQué: nuestra ciudad debe trabajar 24/7, de forma minuciosa, por eso proponemos la Agencia Distrital de Infraestructura."
JDOviedoA,1691461947735355393,"#YBogotáQué: nuestra ciudad debe trabajar 24/7, de forma minuciosa, por eso proponemos la Agencia Distrital de Infraestructura."
JDOviedoA,1691536203621744640,"RT @JDOviedoA: #YBogotáQué: La #educación superior debe ser un derecho para todos. Debemos aprovechar las capacidades institucionales de las Universidades, como la Nacional, y ponerlas al servicio de todos los habitantes en #Bogotá. #OviedoCabezaYCorazón"
JDOviedoA,1691472609953636354,"#YBogotáQué: La #educación superior debe ser un derecho para todos. Debemos aprovechar las capacidades institucionales de las Universidades, como la Nacional, y ponerlas al servicio de todos los habitantes en #Bogotá. #OviedoCabezaYCorazón"
JDOviedoA,1691534946358140928,"RT @CxRamirezMiguel: Apreciada Amparito , excelente debate vi al Dr @JDOviedoA fluido y elocuente , Si no aprendemos de los errores estamos condenados a repetirlos. Cuando vamos a entender los Bogotanos que no son los colores, los discursos y los partidos que dividen los que generan progreso. Son las propuestas, las ideas y el trabajo disciplinado."
JDOviedoA,1691489577901408256,"Apreciada Amparito , excelente debate vi al Dr @JDOviedoA fluido y elocuente , Si no aprendemos de los errores estamos condenados a repetirlos. Cuando vamos a entender los Bogotanos que no son los colores, los discursos y los partidos que dividen los que generan progreso. Son las propuestas, las ideas y el trabajo disciplinado."
JDOviedoA,1691534914972254208,RT @amparopelaez: @JDOviedoA @CxRamirezMiguel @fceunal @UNALOficial DIOS LO LLEVE CON BIEN DR.
JDOviedoA,1691466861047607296,@JDOviedoA @CxRamirezMiguel @fceunal @UNALOficial DIOS LO LLEVE CON BIEN DR.
JDOviedoA,1691534536335589376,RT @NoticiasCaracol: #ColombiaDecide2023 | Varios candidatos a la Alcaldía de Bogotá participaron en un debate organizado por la Universidad Nacional en el que los estudiantes expresaron sus inquietudes. Le contamos lo que pasó.
JDOviedoA,1691533672011218944,#ColombiaDecide2023 | Varios candidatos a la Alcaldía de Bogotá participaron en un debate organizado por la Universidad Nacional en el que los estudiantes expresaron sus inquietudes. Le contamos lo que pasó.
JDOviedoA,1691529427471990784,RT @julianclavijoo: @JDOviedoA Total apoyo a estos dos Grandes y  extraordinarios seres humanos .
JDOviedoA,1691435986679365633,@JDOviedoA Total apoyo a estos dos Grandes y  extraordinarios seres humanos .
JDOviedoA,1691529372849549312,"RT @CxRamirezMiguel: @JDOviedoA El Escudero , el apoyo incondicional, el que nunca se rinde y el que supera con toda la valentía este y muchos episodios más , ese es Sebastián, mi gran amigo merece respeto , esos Ciber bullying de la competencia tienen su efecto boomerang @FernanMartinez https://t.co/qU2in97dYq"
JDOviedoA,1691416692151275520,"@JDOviedoA El Escudero , el apoyo incondicional, el que nunca se rinde y el que supera con toda la valentía este y muchos episodios más , ese es Sebastián, mi gran amigo merece respeto , esos Ciber bullying de la competencia tienen su efecto boomerang @FernanMartinez https://t.co/qU2in97dYq"
JDOviedoA,1691529177365647360,"RT @Spoudaiogeloion: @JDOviedoA Cuando entendamos que el bien común no depende de si eres uribista, santista o petrista, sino de nuestro compromiso con la justicia, la belleza y la verdad, entonces podremos entrar al auténtico ámbito de la política que nos propone Juan Daniel."
JDOviedoA,1691528770765598722,"@JDOviedoA Cuando entendamos que el bien común no depende de si eres uribista, santista o petrista, sino de nuestro compromiso con la justicia, la belleza y la verdad, entonces podremos entrar al auténtico ámbito de la política que nos propone Juan Daniel."
JDOviedoA,1691522981908930560,"RT @JDOviedoA: La inversión en edificaciones y obras públicas está en mínimos 👀. En 2023-II fue de $21.3B,  similar a la de 2012-I.  ¡11 años de retroceso requieren que @Bogota sea contrapeso económico!  Escuchar y resolver con evidencia y sin polarización es el camino 💪#OviedoCabezayCorazón https://t.co/2rRQZGD4lj"
JDOviedoA,1691522924690239488,"La inversión en edificaciones y obras públicas está en mínimos 👀. En 2023-II fue de $21.3B,  similar a la de 2012-I.  ¡11 años de retroceso requieren que @Bogota sea contrapeso económico!  Escuchar y resolver con evidencia y sin polarización es el camino 💪#OviedoCabezayCorazón https://t.co/2rRQZGD4lj"
JDOviedoA,1691518684982808577,"RT @JDOviedoA: #EsConDatos: Más de tres cuartas partes de microempresas en #Bogotá son informales. Vamos a fortalecer el financiamiento, servicios empresariales esenciales y tecnologías de la información para estar #ConTodaPorBogotá 💛❤️ https://t.co/9gvoO6mEZn"
JDOviedoA,1691471265393991681,"#EsConDatos: Más de tres cuartas partes de microempresas en #Bogotá son informales. Vamos a fortalecer el financiamiento, servicios empresariales esenciales y tecnologías de la información para estar #ConTodaPorBogotá 💛❤️ https://t.co/9gvoO6mEZn"
JDOviedoA,1691510447978004480,RT @JDOviedoA: Es esencial que reconozcamos que los desafíos que enfrenta #Bogotá trascienden las líneas políticas y no se limitan a un debate entre Uribe y Petro. Nuestra ciudad necesita que todos nos escuchemos y solucionemos los problemas reales YA.
JDOviedoA,1691510067655331840,Es esencial que reconozcamos que los desafíos que enfrenta #Bogotá trascienden las líneas políticas y no se limitan a un debate entre Uribe y Petro. Nuestra ciudad necesita que todos nos escuchemos y solucionemos los problemas reales YA.
JDOviedoA,1691809045982667052,"La autoridad no es imponerse o hablar duro, es actuar con #legitimidad. Con nuestro plan de choque de 100 días, recuperaremos la #confianza ciudadana, transformando localidades y reduciendo los índices de inseguridad.💪🏙️#OviedoCabezaYCorazón https://t.co/ebmpF1NxS0"
JDOviedoA,1691488617238081553,"RT @CxRamirezMiguel: Gran nota de @eltiempo donde @JDOviedoA deja clara su postura, no más polarización ni partidismos, el camino del desarrollo debe construirse entre todos con propuestas reales y sin ataques mezquinos. Eso con toda que vamos por #Bogotá https://t.co/ReOhH2yQue"
JDOviedoA,1691161098584506368,"Gran nota de @eltiempo donde @JDOviedoA deja clara su postura, no más polarización ni partidismos, el camino del desarrollo debe construirse entre todos con propuestas reales y sin ataques mezquinos. Eso con toda que vamos por #Bogotá https://t.co/ReOhH2yQue"
JDOviedoA,1677317292630347776,"If you own a mouse, you will never turn off your computer again."
JDOviedoA,1691479714756521984,RT @JovenesOviedo: Nuestro candidato @JDOviedoA participa hoy en el Debate organizado por la @UNALOficial.
JDOviedoA,1691449097860087808,Nuestro candidato @JDOviedoA participa hoy en el Debate organizado por la @UNALOficial.
JDOviedoA,1691441325780905984,"👋🏻Holaaaaa, los invito a que me acompañen en el debate ¿#YBogotáQué? en la @FCEUNAL. Seguimos presentando nuestra propuesta para lograr una nueva forma de gobernar a #Bogotá 🤩⚡️"
JDOviedoA,1691471265393991681,"#EsConDatos: Más de tres cuartas partes de microempresas en #Bogotá son informales. Vamos a fortalecer el financiamiento, servicios empresariales esenciales y tecnologías de la información para estar #ConTodaPorBogotá 💛❤️ https://t.co/9gvoO6mEZn"
JDOviedoA,1691472609953636354,"#YBogotáQué: La #educación superior debe ser un derecho para todos. Debemos aprovechar las capacidades institucionales de las Universidades, como la Nacional, y ponerlas al servicio de todos los habitantes en #Bogotá. #OviedoCabezaYCorazón"
JDOviedoA,1691466915146010624,"RT @JDOviedoA: 👋🏻Holaaaaa, los invito a que me acompañen en el debate ¿#YBogotáQué? en la @FCEUNAL. Seguimos presentando nuestra propuesta para lograr una nueva forma de gobernar a #Bogotá 🤩⚡️"
JDOviedoA,1691427569994813440,"RT @JDOviedoA: Así fueron las 24 horas #ConTodaPorBogotá: recorriendo los barrios, escuchando problemas y necesidades de las personas."
JDOviedoA,1691135918776659976,"Así fueron las 24 horas #ConTodaPorBogotá: recorriendo los barrios, escuchando problemas y necesidades de las personas."
JDOviedoA,1690931176846872576,"Es solo una reunión, hasta que llevas Heineken®. Menciona a ese amigo que convierte todo en una fiesta."
JDOviedoA,1691426910692077568,"RT @JDOviedoA: En #Salud debemos #construir sobre lo construido: fortalecer atención primaria e infraestructura hospitalaria para garantizar un mecanismo de inclusión en #Bogotá. Debemos ser ejemplo de salud interseccional, prevención y acción."
JDOviedoA,1690923803210076161,"En #Salud debemos #construir sobre lo construido: fortalecer atención primaria e infraestructura hospitalaria para garantizar un mecanismo de inclusión en #Bogotá. Debemos ser ejemplo de salud interseccional, prevención y acción."
JDOviedoA,1691418075541753857,"RT @JDOviedoA: 👋🏼Holaaaa, va agenda donde estaremos, con la #EnergíaVoluntaria y Parches, entregando nuestro periódico, dando a conocer mi experiencia que quiero poner al servicio de #Bogotá, y la nueva forma de gobernar que queremos para la ciudad."
JDOviedoA,1691417689263116288,"👋🏼Holaaaa, va agenda donde estaremos, con la #EnergíaVoluntaria y Parches, entregando nuestro periódico, dando a conocer mi experiencia que quiero poner al servicio de #Bogotá, y la nueva forma de gobernar que queremos para la ciudad."
JDOviedoA,1691415094175916032,"RT @JDOviedoA: En @RevistaSemana presentamos nuestras propuestas basadas en evidencia: Seguridad, Movilidad, y Salud. Mas soluciones, menos polarización, #EsConDatos."
JDOviedoA,1691201919702687744,"En @RevistaSemana presentamos nuestras propuestas basadas en evidencia: Seguridad, Movilidad, y Salud. Mas soluciones, menos polarización, #EsConDatos."
JDOviedoA,1691384947087450112,"RT @CarlosFGalan: @JDOviedoA Mi solidaridad, Juan Daniel. La política no debe ser violenta y los ataques personales no deben ser parte de la campaña, mucho menos los dirigidos a las familias. Sin odios y con respeto es que cambiamos esta ciudad."
JDOviedoA,1691246555850747904,"@JDOviedoA Mi solidaridad, Juan Daniel. La política no debe ser violenta y los ataques personales no deben ser parte de la campaña, mucho menos los dirigidos a las familias. Sin odios y con respeto es que cambiamos esta ciudad."
JDOviedoA,1691280101676142593,RT @cespedeslinam: Recomendadísima esta entrevista de María Isabel Rueda @JDOviedoA
JDOviedoA,1691279977075920898,Recomendadísima esta entrevista de María Isabel Rueda @JDOviedoA
JDOviedoA,1691079891251269633,"La credibilidad es un insumo muy importante para poder generar #confianza. Insisto: yo voy #ConTodaPorBogotá a ser alcalde, y a #resolver los problemas de seguridad, movilidad y pobreza."
JDOviedoA,1691258294151606272,RT @RedMasNoticias: #Entrevista🔴 | ¿Cuál es la hoja de ruta para llegar a la Alcaldía de @Bogota?
JDOviedoA,1691226487041482752,#Entrevista🔴 | ¿Cuál es la hoja de ruta para llegar a la Alcaldía de @Bogota?
JDOviedoA,1691258214547877888,"RT @RedMasNoticias: #AlPunto📍 | ""En parte de Bosa estará buena parte del futuro de Bogotá"""
JDOviedoA,1691256260228759553,"#AlPunto📍 | ""En parte de Bosa estará buena parte del futuro de Bogotá"""
JDOviedoA,1691257854198464512,"RT @Gabomacia: ‘Yo quiero ser alcalde, no armar partidos políticos’: Juan Daniel Oviedo https://t.co/yuhYLpv3vG a través de @eltiempo"
JDOviedoA,1691110948390776834,"‘Yo quiero ser alcalde, no armar partidos políticos’: Juan Daniel Oviedo https://t.co/yuhYLpv3vG a través de @eltiempo"
JDOviedoA,1691257728482570240,"RT @fansOviedoJuanD: Que bueno ver a un profesional, técnico, responsable, ético, disciplinado, riguroso, apegado a la ley y a la norma, en verdad que no solo debe ser cohersitivo, también se debe enseñar, debe haber corresponsabilidad, veo en @JDOviedoA ese gran ser humano, alcalde de @Bogota  vamos https://t.co/x2PGW2LyJi"
JDOviedoA,1691239388527685632,"Que bueno ver a un profesional, técnico, responsable, ético, disciplinado, riguroso, apegado a la ley y a la norma, en verdad que no solo debe ser cohersitivo, también se debe enseñar, debe haber corresponsabilidad, veo en @JDOviedoA ese gran ser humano, alcalde de @Bogota  vamos https://t.co/x2PGW2LyJi"
